Symbol,marketCap,trailingPE,forwardPE,priceToBook,trailingEps,forwardEps,bookValue,payoutRatio,beta,fiveYearAvgDividendYield,52WeekChange,averageVolume,enterpriseToRevenue,profitMargins
NFLX,0.01957583398520577,0.12254510762877636,0.3035755243562179,0.26679914616476524,0.48658467351389423,0.502948381533769,-0.09969439026643435,-0.2599501659067905,0.7396594591873686,-1.3824626143016192,2.352745501467157,-0.35931656239130483,1.1027251856476352,0.40088009128313823
NKE,-0.39479399924570635,-0.17078246328577368,-0.012695887953457252,-0.12983767699217175,-0.3758571029956647,-0.44382026105226435,-0.10069577101901867,-0.13438096031469454,0.17838185453807512,-0.7344148533999824,-1.7235645992970996,-0.037903304256599796,-0.523707506813485,-0.3784371235816954
NVDA,4.418421771869653,0.1399781870645753,0.13183812475270762,2.947585021814266,-0.433515068349928,-0.40281665560693247,-0.10086970551288095,-0.2566636339990511,1.802171017756031,-1.3294405247733037,5.049960430383976,8.308038126346698,6.069695911984567,3.050034268318382
ORCL,0.1599817050040278,0.03022878614604721,-0.003782392179521178,1.9313628826247724,-0.33944154592981424,-0.26275939655770914,-0.10083735570888316,-0.13784514259582523,0.1209487973181474,-0.5105438087248716,1.7053245946634903,-0.1656062612486753,1.1571624513377607,0.37735091383968405
PEP,-0.24369555559648237,-0.15972668232308435,-0.14604103617359113,-0.004068746179121799,-0.1767853910356821,-0.19503434037272277,-0.10058566737516474,-0.031106876583208883,-1.1086407458903043,0.24943947451432066,-0.8722995818858454,-0.2700143748661139,-0.45475363693932586,-0.4107608132499161
PFE,-0.3537290787802691,-0.05830122311104135,-0.35947311361534573,-0.4261718301855541,-0.542154813596382,-0.45764170109001673,-0.1005371998242988,0.39933997814395245,-0.9180674196605443,1.1390323099338404,-0.7696558788326041,0.9760263322261502,-0.3315535093248312,-0.6436611283760119
PG,0.029578181725872656,-0.10108355417986321,-0.044340600853195945,-0.14973861047937906,-0.23565720829214037,-0.2507808151916571,-0.10041401908653197,-0.06115939808190669,-1.4427967151698835,0.03735111640105779,-0.11966236941860536,-0.21874286379773786,-0.007031002631766747,0.1202271485313797
PM,-0.2741711591128727,-0.19218577385396754,-0.15945670590138014,-0.4942474968522331,-0.20531091073726496,-0.2609165378860088,-0.10105212182814474,-0.013223405661816295,-1.0616500627103633,1.763514697711781,0.3666194296133027,-0.2772224718009582,0.274323707408777,0.841840020026693
PYPL,-0.4339808902254261,-0.18013458004580227,-0.1486423192400723,-0.2994085922004449,-0.33397921236993666,-0.36734162617670163,-0.10045110133535488,-0.2599501659067905,1.2252298520467573,-1.3824626143016192,0.7529822618946772,-0.10187369636999477,-0.41827111852945226,-0.11020450072631766
QCOM,-0.3062502611935981,-0.21605564283964804,-0.2686811207766517,-0.20127081959409793,-0.04568938559862034,-0.029177059919695054,-0.10036989532560216,-0.15066557787556528,0.8336408255472505,-0.09225843577926969,-0.27150364188176224,-0.1756821727218281,-0.09795078673176595,0.8119849653689327
RTX,-0.3378401858413002,-0.06199470418329946,-0.13152778340852703,-0.38376218177188215,-0.3770709548978597,-0.3111344366898422,-0.09985986580094738,-0.051743928292166876,-1.1138619329102977,0.1492866387386132,0.636789941695681,-0.2937656293510733,-0.5089998946796616,-0.7356177516577378
SBUX,-0.4024382951456828,-0.10016043366854181,0.015348035841990966,-0.4942474968522331,-0.38678177011541987,-0.42124524232393556,-0.10105982633976825,-0.05600753725355851,-0.012191471691684816,-0.17473724171220534,-0.6470157706433682,-0.1971531445558222,-0.27234104488995775,-0.39409752692930594
SCHW,-0.342034450073801,-0.07263456671083482,-0.07805770129943085,-0.3200175204705491,-0.43230121644773295,-0.41755952498053495,-0.10043443489923164,-0.1442997639465244,-0.03829740679165197,-0.5753485848150351,-0.17385234203787261,-0.18874464614121092,0.6103066910892363,0.9231506856837445
SO,-0.4314318930831142,-0.19927275366404607,-0.1259020213197709,-0.37434774493209033,-0.32730302690786406,-0.393602362248431,-0.10021479916283116,-0.06394260503007468,-1.1947903317201958,0.9564006682251972,-0.1658031391489441,-0.3199405498268274,0.16946034297411397,0.1822516031692064
SPG,-0.46819256088830435,-0.15878031974308002,0.06025267511082643,0.45153770373953694,-0.131265944703369,-0.280266553938862,-0.10072233672378575,0.051086029505840465,2.0919468973656663,2.293735592994939,-0.04224937700259067,-0.42652327382958166,1.673456939619899,2.004027096045176
